FullDateAlternateKey	OrganizationName	DepartmentGroupName	ScenarioName	AccountCodeAlternateKey	ParentAccountCodeAlternateKey	Amount
2003-02-01 00:00:00	Northwest Division	Research and Development	Actual	9540	9500	63000
2003-06-01 00:00:00	Northwest Division	Research and Development	Actual	9540	9500	63000
2003-07-01 00:00:00	Northwest Division	Research and Development	Actual	9540	9500	63000
2003-09-01 00:00:00	Northwest Division	Research and Development	Actual	9540	9500	63000
2003-10-01 00:00:00	Northwest Division	Research and Development	Actual	9540	9500	63000
2003-11-01 00:00:00	Northwest Division	Research and Development	Actual	9540	9500	63000
2003-12-01 00:00:00	Northwest Division	Research and Development	Actual	9540	9500	63000
2004-01-01 00:00:00	Northwest Division	Research and Development	Actual	9540	9500	63000
2004-02-01 00:00:00	Northwest Division	Research and Development	Actual	9540	9500	63000
2004-03-01 00:00:00	Northwest Division	Research and Development	Actual	9540	9500	63000
2004-04-01 00:00:00	Northwest Division	Research and Development	Actual	9540	9500	63000
2004-05-01 00:00:00	Northwest Division	Research and Development	Actual	9540	9500	63000
2004-06-01 00:00:00	Northwest Division	Research and Development	Actual	9540	9500	63000
2001-07-01 00:00:00	Central Division	Research and Development	Actual	9540	9500	38500
2001-08-01 00:00:00	Central Division	Research and Development	Actual	9540	9500	38500
2001-09-01 00:00:00	Central Division	Research and Development	Actual	9540	9500	38500
2001-11-01 00:00:00	Central Division	Research and Development	Actual	9540	9500	38500
2001-12-01 00:00:00	Central Division	Research and Development	Actual	9540	9500	38500
2002-01-01 00:00:00	Central Division	Research and Development	Actual	9540	9500	38500
2002-02-01 00:00:00	Central Division	Research and Development	Actual	9540	9500	38500
2002-03-01 00:00:00	Central Division	Research and Development	Actual	9540	9500	38500
2002-07-01 00:00:00	Central Division	Research and Development	Actual	9540	9500	38500
2002-09-01 00:00:00	Central Division	Research and Development	Actual	9540	9500	38500
2002-10-01 00:00:00	Central Division	Research and Development	Actual	9540	9500	38500
2002-11-01 00:00:00	Central Division	Research and Development	Actual	9540	9500	38500
2002-12-01 00:00:00	Central Division	Research and Development	Actual	9540	9500	38500
2003-02-01 00:00:00	Central Division	Research and Development	Actual	9540	9500	43000
2003-04-01 00:00:00	Central Division	Research and Development	Actual	9540	9500	43000
2003-06-01 00:00:00	Central Division	Research and Development	Actual	9540	9500	43000
2003-07-01 00:00:00	Central Division	Research and Development	Actual	9540	9500	43000
2003-08-01 00:00:00	Central Division	Research and Development	Actual	9540	9500	43000
2003-09-01 00:00:00	Central Division	Research and Development	Actual	9540	9500	43000
2003-12-01 00:00:00	Central Division	Research and Development	Actual	9540	9500	43000
2004-01-01 00:00:00	Central Division	Research and Development	Actual	9540	9500	43000
2004-03-01 00:00:00	Central Division	Research and Development	Actual	9540	9500	43000
2004-04-01 00:00:00	Central Division	Research and Development	Actual	9540	9500	43000
2004-05-01 00:00:00	Central Division	Research and Development	Actual	9540	9500	43000
2004-06-01 00:00:00	Central Division	Research and Development	Actual	9540	9500	43000
2001-07-01 00:00:00	Southeast Division	Research and Development	Actual	9540	9500	9000
2001-08-01 00:00:00	Southeast Division	Research and Development	Actual	9540	9500	9000
2001-09-01 00:00:00	Southeast Division	Research and Development	Actual	9540	9500	9000
2001-11-01 00:00:00	Southeast Division	Research and Development	Actual	9540	9500	47500
2001-12-01 00:00:00	Southeast Division	Research and Development	Actual	9540	9500	47500
2002-01-01 00:00:00	Southeast Division	Research and Development	Actual	9540	9500	47500
2002-02-01 00:00:00	Southeast Division	Research and Development	Actual	9540	9500	47500
2002-03-01 00:00:00	Southeast Division	Research and Development	Actual	9540	9500	47500
2002-04-01 00:00:00	Southeast Division	Research and Development	Actual	9540	9500	47500
2002-10-01 00:00:00	Southeast Division	Research and Development	Actual	9540	9500	47500
2002-11-01 00:00:00	Southeast Division	Research and Development	Actual	9540	9500	47500
2003-01-01 00:00:00	Southeast Division	Research and Development	Actual	9540	9500	47500
2003-04-01 00:00:00	Southeast Division	Research and Development	Actual	9540	9500	47500
2003-07-01 00:00:00	Southeast Division	Research and Development	Actual	9540	9500	47500
2003-08-01 00:00:00	Southeast Division	Research and Development	Actual	9540	9500	47500
2003-11-01 00:00:00	Southeast Division	Research and Development	Actual	9540	9500	47500
2003-12-01 00:00:00	Southeast Division	Research and Development	Actual	9540	9500	47500
2004-01-01 00:00:00	Southeast Division	Research and Development	Actual	9540	9500	47500
2004-02-01 00:00:00	Southeast Division	Research and Development	Actual	9540	9500	47500
2004-03-01 00:00:00	Southeast Division	Research and Development	Actual	9540	9500	47500
2004-04-01 00:00:00	Southeast Division	Research and Development	Actual	9540	9500	47500
2004-05-01 00:00:00	Southeast Division	Research and Development	Actual	9540	9500	47500
2004-06-01 00:00:00	Southeast Division	Research and Development	Actual	9540	9500	47500
2001-07-01 00:00:00	Southwest Division	Research and Development	Actual	9540	9500	29500
2001-09-01 00:00:00	Southwest Division	Research and Development	Actual	9540	9500	29500
2001-11-01 00:00:00	Southwest Division	Research and Development	Actual	9540	9500	64000
2001-12-01 00:00:00	Southwest Division	Research and Development	Actual	9540	9500	64000
2002-01-01 00:00:00	Southwest Division	Research and Development	Actual	9540	9500	64000
2002-07-01 00:00:00	Southwest Division	Research and Development	Actual	9540	9500	64000
2002-08-01 00:00:00	Southwest Division	Research and Development	Actual	9540	9500	64000
2002-10-01 00:00:00	Southwest Division	Research and Development	Actual	9540	9500	64000
2002-11-01 00:00:00	Southwest Division	Research and Development	Actual	9540	9500	64000
2003-01-01 00:00:00	Southwest Division	Research and Development	Actual	9540	9500	64000
2003-02-01 00:00:00	Southwest Division	Research and Development	Actual	9540	9500	71000
2003-03-01 00:00:00	Southwest Division	Research and Development	Actual	9540	9500	71000
2003-06-01 00:00:00	Southwest Division	Research and Development	Actual	9540	9500	71000
2003-07-01 00:00:00	Southwest Division	Research and Development	Actual	9540	9500	71000
2003-11-01 00:00:00	Southwest Division	Research and Development	Actual	9540	9500	71000
2003-12-01 00:00:00	Southwest Division	Research and Development	Actual	9540	9500	71000
2004-01-01 00:00:00	Southwest Division	Research and Development	Actual	9540	9500	71000
2004-02-01 00:00:00	Southwest Division	Research and Development	Actual	9540	9500	71000
2004-03-01 00:00:00	Southwest Division	Research and Development	Actual	9540	9500	71000
2004-04-01 00:00:00	Southwest Division	Research and Development	Actual	9540	9500	71000
2004-05-01 00:00:00	Southwest Division	Research and Development	Actual	9540	9500	71000
2004-06-01 00:00:00	Southwest Division	Research and Development	Actual	9540	9500	71000
2001-07-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2001-08-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2001-09-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2001-10-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2001-11-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2001-12-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2002-01-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2002-02-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2002-03-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2002-04-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2002-05-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2002-06-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2002-07-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2002-08-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2002-09-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2002-10-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2002-11-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2002-12-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2003-01-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2003-02-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2003-03-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2003-04-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2003-05-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2003-06-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2003-07-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2003-08-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2003-09-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2003-10-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2003-11-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2003-12-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2004-01-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2004-02-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2004-03-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2004-04-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2004-05-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2004-06-01 00:00:00	Canadian Division	Research and Development	Actual	9540	9500	34500
2002-07-01 00:00:00	France	Research and Development	Actual	9540	9500	27000
2002-08-01 00:00:00	France	Research and Development	Actual	9540	9500	27000
2002-09-01 00:00:00	France	Research and Development	Actual	9540	9500	27000
2002-10-01 00:00:00	France	Research and Development	Actual	9540	9500	27000
2002-11-01 00:00:00	France	Research and Development	Actual	9540	9500	27000
2002-12-01 00:00:00	France	Research and Development	Actual	9540	9500	27000
2003-01-01 00:00:00	France	Research and Development	Actual	9540	9500	27000
2003-02-01 00:00:00	France	Research and Development	Actual	9540	9500	27000
2003-03-01 00:00:00	France	Research and Development	Actual	9540	9500	27000
2003-04-01 00:00:00	France	Research and Development	Actual	9540	9500	27000
2003-05-01 00:00:00	France	Research and Development	Actual	9540	9500	27000
2003-06-01 00:00:00	France	Research and Development	Actual	9540	9500	27000
2003-07-01 00:00:00	France	Research and Development	Actual	9540	9500	27000
2003-08-01 00:00:00	France	Research and Development	Actual	9540	9500	27000
2003-09-01 00:00:00	France	Research and Development	Actual	9540	9500	27000
2003-10-01 00:00:00	France	Research and Development	Actual	9540	9500	27000
2003-11-01 00:00:00	France	Research and Development	Actual	9540	9500	27000
2003-12-01 00:00:00	France	Research and Development	Actual	9540	9500	27000
2004-01-01 00:00:00	France	Research and Development	Actual	9540	9500	27000
2004-02-01 00:00:00	France	Research and Development	Actual	9540	9500	27000
2004-03-01 00:00:00	France	Research and Development	Actual	9540	9500	27000
2004-04-01 00:00:00	France	Research and Development	Actual	9540	9500	27000
2004-05-01 00:00:00	France	Research and Development	Actual	9540	9500	27000
2004-06-01 00:00:00	France	Research and Development	Actual	9540	9500	27000
2002-07-01 00:00:00	Germany	Research and Development	Actual	9540	9500	35000
2002-08-01 00:00:00	Germany	Research and Development	Actual	9540	9500	35000
2002-09-01 00:00:00	Germany	Research and Development	Actual	9540	9500	35000
2002-10-01 00:00:00	Germany	Research and Development	Actual	9540	9500	35000
2002-11-01 00:00:00	Germany	Research and Development	Actual	9540	9500	35000
2002-12-01 00:00:00	Germany	Research and Development	Actual	9540	9500	35000
2003-01-01 00:00:00	Germany	Research and Development	Actual	9540	9500	35000
2003-02-01 00:00:00	Germany	Research and Development	Actual	9540	9500	35000
2003-03-01 00:00:00	Germany	Research and Development	Actual	9540	9500	35000
2003-04-01 00:00:00	Germany	Research and Development	Actual	9540	9500	35000
2003-05-01 00:00:00	Germany	Research and Development	Actual	9540	9500	35000
2003-06-01 00:00:00	Germany	Research and Development	Actual	9540	9500	35000
2003-07-01 00:00:00	Germany	Research and Development	Actual	9540	9500	35000
2003-08-01 00:00:00	Germany	Research and Development	Actual	9540	9500	35000
2003-09-01 00:00:00	Germany	Research and Development	Actual	9540	9500	35000
2003-10-01 00:00:00	Germany	Research and Development	Actual	9540	9500	35000
2003-11-01 00:00:00	Germany	Research and Development	Actual	9540	9500	35000
2003-12-01 00:00:00	Germany	Research and Development	Actual	9540	9500	35000
2004-01-01 00:00:00	Germany	Research and Development	Actual	9540	9500	35000
2004-02-01 00:00:00	Germany	Research and Development	Actual	9540	9500	35000
2004-03-01 00:00:00	Germany	Research and Development	Actual	9540	9500	35000
2004-04-01 00:00:00	Germany	Research and Development	Actual	9540	9500	35000
2004-05-01 00:00:00	Germany	Research and Development	Actual	9540	9500	35000
2004-06-01 00:00:00	Germany	Research and Development	Actual	9540	9500	35000
2003-07-01 00:00:00	Australia	Research and Development	Actual	9540	9500	3000
2003-08-01 00:00:00	Australia	Research and Development	Actual	9540	9500	3000
2003-09-01 00:00:00	Australia	Research and Development	Actual	9540	9500	12500
2003-10-01 00:00:00	Australia	Research and Development	Actual	9540	9500	12500
2003-11-01 00:00:00	Australia	Research and Development	Actual	9540	9500	12500
2003-12-01 00:00:00	Australia	Research and Development	Actual	9540	9500	12500
2004-01-01 00:00:00	Australia	Research and Development	Actual	9540	9500	12500
2004-02-01 00:00:00	Australia	Research and Development	Actual	9540	9500	12500
2004-03-01 00:00:00	Australia	Research and Development	Actual	9540	9500	12500
2004-04-01 00:00:00	Australia	Research and Development	Actual	9540	9500	17000
2004-05-01 00:00:00	Australia	Research and Development	Actual	9540	9500	17000
2004-06-01 00:00:00	Australia	Research and Development	Actual	9540	9500	17000
2003-06-30 00:00:00	France	Sales and Marketing	Actual	3010	300	475000
2003-06-30 00:00:00	Germany	Sales and Marketing	Actual	3010	300	475000
2004-06-30 00:00:00	France	Sales and Marketing	Actual	3010	300	475000
2004-06-30 00:00:00	Germany	Sales and Marketing	Actual	3010	300	475000
2004-06-30 00:00:00	Australia	Sales and Marketing	Actual	3010	300	225000
2003-06-30 00:00:00	France	Sales and Marketing	Actual	3020	300	-475000
2004-06-30 00:00:00	France	Sales and Marketing	Actual	3020	300	-475000
2004-06-30 00:00:00	Germany	Sales and Marketing	Actual	3020	300	-475000
2004-06-30 00:00:00	Australia	Sales and Marketing	Actual	3020	300	-225000
2002-06-30 00:00:00	Northwest Division	Sales and Marketing	Actual	8040	80	-5370
2002-06-30 00:00:00	Central Division	Sales and Marketing	Actual	8040	80	15622
2002-06-30 00:00:00	Southeast Division	Sales and Marketing	Actual	8040	80	33105
2002-06-30 00:00:00	Southwest Division	Sales and Marketing	Actual	8040	80	24633
2002-06-30 00:00:00	Canadian Division	Sales and Marketing	Actual	8040	80	12488
2003-06-30 00:00:00	Northeast Division	Sales and Marketing	Actual	8040	80	10122
2003-06-30 00:00:00	Northwest Division	Sales and Marketing	Actual	8040	80	13111
2003-06-30 00:00:00	Central Division	Sales and Marketing	Actual	8040	80	18617
2003-06-30 00:00:00	Southeast Division	Sales and Marketing	Actual	8040	80	21333
2003-06-30 00:00:00	Southwest Division	Sales and Marketing	Actual	8040	80	9566
2003-06-30 00:00:00	Canadian Division	Sales and Marketing	Actual	8040	80	11560
2003-06-30 00:00:00	France	Sales and Marketing	Actual	8040	80	-41822
2003-06-30 00:00:00	Germany	Sales and Marketing	Actual	8040	80	-37844
2004-06-30 00:00:00	Northeast Division	Sales and Marketing	Actual	8040	80	12555
2004-06-30 00:00:00	Northwest Division	Sales and Marketing	Actual	8040	80	14578
2004-06-30 00:00:00	Central Division	Sales and Marketing	Actual	8040	80	15229
2004-06-30 00:00:00	Southeast Division	Sales and Marketing	Actual	8040	80	-1050
2004-06-30 00:00:00	Southwest Division	Sales and Marketing	Actual	8040	80	15699
2004-06-30 00:00:00	France	Sales and Marketing	Actual	8040	80	-35699
2004-06-30 00:00:00	Germany	Sales and Marketing	Actual	8040	80	-24148
2004-06-30 00:00:00	Australia	Sales and Marketing	Actual	8040	80	-19577
2002-06-30 00:00:00	Northeast Division	Sales and Marketing	Actual	8030	80	-15187.5
2002-06-30 00:00:00	Northwest Division	Sales and Marketing	Actual	8030	80	4833
2002-06-30 00:00:00	Central Division	Sales and Marketing	Actual	8030	80	-14059.800000000001
2002-06-30 00:00:00	Southeast Division	Sales and Marketing	Actual	8030	80	-29794.5
2002-06-30 00:00:00	Canadian Division	Sales and Marketing	Actual	8030	80	-11239.200000000001
2003-06-30 00:00:00	Northeast Division	Sales and Marketing	Actual	8030	80	-9109.8000000000011
2003-06-30 00:00:00	Northwest Division	Sales and Marketing	Actual	8030	80	-11799.9
2003-06-30 00:00:00	Central Division	Sales and Marketing	Actual	8030	80	-16755.299999999999
2003-06-30 00:00:00	Southeast Division	Sales and Marketing	Actual	8030	80	-19199.700000000001
2003-06-30 00:00:00	Southwest Division	Sales and Marketing	Actual	8030	80	-8609.3999999999996
2003-06-30 00:00:00	Canadian Division	Sales and Marketing	Actual	8030	80	-10404
2003-06-30 00:00:00	France	Sales and Marketing	Actual	8030	80	37639.800000000003
2003-06-30 00:00:00	Germany	Sales and Marketing	Actual	8030	80	34059.599999999999
2004-06-30 00:00:00	Northeast Division	Sales and Marketing	Actual	8030	80	-11299.5
2004-06-30 00:00:00	Northwest Division	Sales and Marketing	Actual	8030	80	-13120.200000000001
2004-06-30 00:00:00	Central Division	Sales and Marketing	Actual	8030	80	-13706.1
2004-06-30 00:00:00	Southeast Division	Sales and Marketing	Actual	8030	80	945
2004-06-30 00:00:00	Southwest Division	Sales and Marketing	Actual	8030	80	-14129.1
2004-06-30 00:00:00	France	Sales and Marketing	Actual	8030	80	32129.100000000002
2004-06-30 00:00:00	Germany	Sales and Marketing	Actual	8030	80	21733.200000000001
2004-06-30 00:00:00	Australia	Sales and Marketing	Actual	8030	80	17619.299999999999
2002-06-30 00:00:00	Northeast Division	Sales and Marketing	Actual	6860	680	1687.5
2002-06-30 00:00:00	Northwest Division	Sales and Marketing	Actual	6860	680	-537
2002-06-30 00:00:00	Central Division	Sales and Marketing	Actual	6860	680	1562.2
2002-06-30 00:00:00	Southeast Division	Sales and Marketing	Actual	6860	680	3310.5
2002-06-30 00:00:00	Southwest Division	Sales and Marketing	Actual	6860	680	2463.3000000000002
2002-06-30 00:00:00	Canadian Division	Sales and Marketing	Actual	6860	680	1248.8000000000002
2003-06-30 00:00:00	Northeast Division	Sales and Marketing	Actual	6860	680	1012.2
2003-06-30 00:00:00	Northwest Division	Sales and Marketing	Actual	6860	680	1311.1000000000001
2003-06-30 00:00:00	Central Division	Sales and Marketing	Actual	6860	680	1861.7
2003-06-30 00:00:00	Southeast Division	Sales and Marketing	Actual	6860	680	2133.3000000000002
2003-06-30 00:00:00	Southwest Division	Sales and Marketing	Actual	6860	680	956.60000000000002
2003-06-30 00:00:00	Canadian Division	Sales and Marketing	Actual	6860	680	1156
2003-06-30 00:00:00	France	Sales and Marketing	Actual	6860	680	-4182.1999999999998
2003-06-30 00:00:00	Germany	Sales and Marketing	Actual	6860	680	-3784.4000000000001
2004-06-30 00:00:00	Northeast Division	Sales and Marketing	Actual	6860	680	1255.5
2004-06-30 00:00:00	Northwest Division	Sales and Marketing	Actual	6860	680	1457.8000000000002
2004-06-30 00:00:00	Central Division	Sales and Marketing	Actual	6860	680	1522.9000000000001
2004-06-30 00:00:00	Southeast Division	Sales and Marketing	Actual	6860	680	-105
2004-06-30 00:00:00	Southwest Division	Sales and Marketing	Actual	6860	680	1569.9000000000001
2004-06-30 00:00:00	Canadian Division	Sales and Marketing	Actual	6860	680	690.10000000000002
2004-06-30 00:00:00	France	Sales and Marketing	Actual	6860	680	-3569.9000000000001
2004-06-30 00:00:00	Germany	Sales and Marketing	Actual	6860	680	-2414.8000000000002
2004-06-30 00:00:00	Australia	Sales and Marketing	Actual	6860	680	-1957.7
2001-07-01 00:00:00	Northeast Division	Research and Development	Budget	4500	4110	3200
2001-07-01 00:00:00	Northeast Division	Research and Development	Budget	4130	4100	2600
2001-07-01 00:00:00	Northeast Division	Research and Development	Budget	5020	5000	27200
2001-07-01 00:00:00	Northeast Division	Research and Development	Budget	5050	5000	3800
2001-07-01 00:00:00	Northwest Division	Research and Development	Budget	4500	4110	3900
2001-07-01 00:00:00	Northwest Division	Research and Development	Budget	4130	4100	-1600
2001-07-01 00:00:00	Northwest Division	Research and Development	Budget	5020	5000	55000
2001-07-01 00:00:00	Northwest Division	Research and Development	Budget	5050	5000	1500
2001-07-01 00:00:00	Central Division	Research and Development	Budget	4500	4110	2200
2001-07-01 00:00:00	Central Division	Research and Development	Budget	4130	4100	-250
2001-07-01 00:00:00	Central Division	Research and Development	Budget	5020	5000	22700
2001-07-01 00:00:00	Central Division	Research and Development	Budget	5050	5000	500
2001-07-01 00:00:00	Southeast Division	Research and Development	Budget	4500	4110	8300
2001-07-01 00:00:00	Southeast Division	Research and Development	Budget	4130	4100	4100
2001-07-01 00:00:00	Southeast Division	Research and Development	Budget	5020	5000	40600
2001-07-01 00:00:00	Southeast Division	Research and Development	Budget	5050	5000	6700
2001-07-01 00:00:00	Southwest Division	Research and Development	Budget	4500	4110	900
2001-07-01 00:00:00	Southwest Division	Research and Development	Budget	4130	4100	1100
2001-07-01 00:00:00	Southwest Division	Research and Development	Budget	5020	5000	28900
2001-07-01 00:00:00	Southwest Division	Research and Development	Budget	5050	5000	2300
2001-07-01 00:00:00	Canadian Division	Research and Development	Budget	4500	4110	2200
2001-07-01 00:00:00	Canadian Division	Research and Development	Budget	4130	4100	4800
2001-07-01 00:00:00	Canadian Division	Research and Development	Budget	5020	5000	69900
2001-07-01 00:00:00	Canadian Division	Research and Development	Budget	5050	5000	9600
2001-08-01 00:00:00	Northeast Division	Research and Development	Budget	4500	4110	5600
2001-08-01 00:00:00	Northeast Division	Research and Development	Budget	4130	4100	8400
2001-08-01 00:00:00	Northeast Division	Research and Development	Budget	5020	5000	67900
2001-08-01 00:00:00	Northwest Division	Research and Development	Budget	4500	4110	22000
2001-08-01 00:00:00	Northwest Division	Research and Development	Budget	4130	4100	7900
2001-08-01 00:00:00	Northwest Division	Research and Development	Budget	5020	5000	79100
2001-08-01 00:00:00	Northwest Division	Research and Development	Budget	5050	5000	6900
2001-08-01 00:00:00	Central Division	Research and Development	Budget	4500	4110	29600
2001-08-01 00:00:00	Central Division	Research and Development	Budget	4130	4100	15300
2001-08-01 00:00:00	Central Division	Research and Development	Budget	4140	4100	800
2001-08-01 00:00:00	Central Division	Research and Development	Budget	5020	5000	70700
2001-08-01 00:00:00	Central Division	Research and Development	Budget	5050	5000	12900
2001-08-01 00:00:00	Southeast Division	Research and Development	Budget	4500	4110	8800
2001-08-01 00:00:00	Southeast Division	Research and Development	Budget	4130	4100	10200
2001-08-01 00:00:00	Southeast Division	Research and Development	Budget	4140	4100	1200
2001-08-01 00:00:00	Southeast Division	Research and Development	Budget	5020	5000	82800
2001-08-01 00:00:00	Southeast Division	Research and Development	Budget	5050	5000	9600
2001-08-01 00:00:00	Southwest Division	Research and Development	Budget	4500	4110	13500
2001-08-01 00:00:00	Southwest Division	Research and Development	Budget	4130	4100	3700
2001-08-01 00:00:00	Southwest Division	Research and Development	Budget	5020	5000	134800
2001-08-01 00:00:00	Southwest Division	Research and Development	Budget	5050	5000	11200
2001-08-01 00:00:00	Canadian Division	Research and Development	Budget	4500	4110	36900
2001-08-01 00:00:00	Canadian Division	Research and Development	Budget	4130	4100	6900
2001-08-01 00:00:00	Canadian Division	Research and Development	Budget	4140	4100	300
2001-08-01 00:00:00	Canadian Division	Research and Development	Budget	5020	5000	195200
2001-08-01 00:00:00	Canadian Division	Research and Development	Budget	5050	5000	4300
2001-09-01 00:00:00	Northeast Division	Research and Development	Budget	4500	4110	5000
2001-09-01 00:00:00	Northeast Division	Research and Development	Budget	4130	4100	9100
2001-09-01 00:00:00	Northeast Division	Research and Development	Budget	5020	5000	50200
2001-09-01 00:00:00	Northeast Division	Research and Development	Budget	5050	5000	4400
2001-09-01 00:00:00	Northwest Division	Research and Development	Budget	4500	4110	3400
2001-09-01 00:00:00	Northwest Division	Research and Development	Budget	5020	5000	63500
2001-09-01 00:00:00	Northwest Division	Research and Development	Budget	5050	5000	4000
2001-09-01 00:00:00	Central Division	Research and Development	Budget	4500	4110	19000
2001-09-01 00:00:00	Central Division	Research and Development	Budget	5020	5000	71400
2001-09-01 00:00:00	Central Division	Research and Development	Budget	5050	5000	5100
2001-09-01 00:00:00	Southeast Division	Research and Development	Budget	4500	4110	7000
2001-09-01 00:00:00	Southeast Division	Research and Development	Budget	4130	4100	11400
2001-09-01 00:00:00	Southeast Division	Research and Development	Budget	4140	4100	0
2001-09-01 00:00:00	Southeast Division	Research and Development	Budget	5020	5000	66400
2001-09-01 00:00:00	Southwest Division	Research and Development	Budget	4500	4110	9700
2001-09-01 00:00:00	Southwest Division	Research and Development	Budget	4130	4100	26900
2001-09-01 00:00:00	Southwest Division	Research and Development	Budget	4140	4100	600
2001-09-01 00:00:00	Southwest Division	Research and Development	Budget	5020	5000	171300
2001-09-01 00:00:00	Southwest Division	Research and Development	Budget	5050	5000	4700
2001-09-01 00:00:00	Canadian Division	Research and Development	Budget	4500	4110	10100
2001-09-01 00:00:00	Canadian Division	Research and Development	Budget	4130	4100	11800
2001-09-01 00:00:00	Canadian Division	Research and Development	Budget	5020	5000	124900
